?x	?xl	?p	?pl	?y	?yl
<http://purl.obolibrary.org/obo/UBERON_0005297>	"testis sex cord"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0004910>	"epithelium of male gonad"
<http://purl.obolibrary.org/obo/UBERON_0004805>	"seminal vesicle epithelium"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0004910>	"epithelium of male gonad"
<http://purl.obolibrary.org/obo/CHEBI_15377>	"water"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/CHEBI_33693>	"oxygen hydride"
<http://purl.obolibrary.org/obo/CHEBI_16234>	"hydroxide"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/CHEBI_33693>	"oxygen hydride"
<http://purl.obolibrary.org/obo/CHEBI_29412>	"oxonium"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/CHEBI_33693>	"oxygen hydride"
<http://purl.obolibrary.org/obo/ENVO_01000956>	"desert-alpine tree line ecotone"@en	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_01000955>	"desert tree line ecotone"@en
<http://purl.obolibrary.org/obo/UBERON_0010257>	"6th arch mesenchyme from neural crest"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0010359>	"pharyngeal arch mesenchyme from neural crest"
<http://purl.obolibrary.org/obo/UBERON_0010259>	"1st arch mesenchyme from neural crest"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0010359>	"pharyngeal arch mesenchyme from neural crest"
<http://purl.obolibrary.org/obo/UBERON_0010254>	"2nd arch mesenchyme from neural crest"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0010359>	"pharyngeal arch mesenchyme from neural crest"
<http://purl.obolibrary.org/obo/PATO_0000052>	"shape"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/PATO_0000051>	"morphology"
<http://purl.obolibrary.org/obo/PATO_0000141>	"structure"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/PATO_0000051>	"morphology"
<http://purl.obolibrary.org/obo/PATO_0000136>	"closure"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/PATO_0000051>	"morphology"
<http://purl.obolibrary.org/obo/PATO_0000117>	"size"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/PATO_0000051>	"morphology"
<http://purl.obolibrary.org/obo/PATO_0001332>	"amorphous"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/PATO_0000051>	"morphology"
<http://purl.obolibrary.org/obo/PATO_0001617>	"deformed"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/PATO_0000051>	"morphology"
<http://purl.obolibrary.org/obo/CHEBI_30356>	"isobutyl group"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/CHEBI_50325>	"proteinogenic amino-acid side-chain group"
<http://purl.obolibrary.org/obo/UBERON_0009648>	"eyelid subcutaneous connective tissue"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0003581>	"eyelid connective tissue"
<http://purl.obolibrary.org/obo/PATO_0001890>	"tripartite"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/PATO_0000402>	"branched"
<http://purl.obolibrary.org/obo/CHEBI_23982>	"ethanols"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/CHEBI_15734>	"primary alcohol"
<http://purl.obolibrary.org/obo/CHEBI_28966>	"chlorophyll"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/CHEBI_25111>	"magnesium porphyrin"
<http://purl.obolibrary.org/obo/ENVO_01000569>	"dead flame paraffin lantern"@en	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_01000567>	"paraffin lantern"@en
<http://purl.obolibrary.org/obo/ENVO_01000568>	"tubular paraffin lantern"@en	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_01000567>	"paraffin lantern"@en
<http://purl.obolibrary.org/obo/UBERON_0001235>	"adrenal cortex"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0001851>	"cortex"
<http://purl.obolibrary.org/obo/UBERON_0013191>	"ovarian cortex"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0001851>	"cortex"
<http://purl.obolibrary.org/obo/UBERON_0002123>	"cortex of thymus"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0001851>	"cortex"
<http://purl.obolibrary.org/obo/UBERON_0001225>	"cortex of kidney"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0001851>	"cortex"
<http://purl.obolibrary.org/obo/UBERON_0002006>	"cortex of lymph node"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0001851>	"cortex"
<http://purl.obolibrary.org/obo/UBERON_0003412>	"pelvic appendage bud mesenchyme"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0010329>	"paired limb/fin bud mesenchyme"
<http://purl.obolibrary.org/obo/UBERON_0003413>	"pectoral appendage bud mesenchyme"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0010329>	"paired limb/fin bud mesenchyme"
<http://purl.obolibrary.org/obo/UBERON_0010328>	"limb bud mesenchyme"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0010329>	"paired limb/fin bud mesenchyme"
<http://purl.obolibrary.org/obo/UBERON_0007098>	"mandibular neural crest"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0003099>	"cranial neural crest"
<http://purl.obolibrary.org/obo/UBERON_0005565>	"facio-acoustic neural crest"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0003099>	"cranial neural crest"
<http://purl.obolibrary.org/obo/UBERON_0003852>	"rhombencephalon neural crest"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0003099>	"cranial neural crest"
<http://purl.obolibrary.org/obo/UBERON_0003849>	"mesencephalic neural crest"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0003099>	"cranial neural crest"
<http://purl.obolibrary.org/obo/UBERON_0007099>	"hyoid neural crest"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0003099>	"cranial neural crest"
<http://purl.obolibrary.org/obo/CHEBI_58950>	"very long-chain fatty acid anion"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/CHEBI_28868>	"fatty acid anion"
<http://purl.obolibrary.org/obo/CHEBI_58953>	"saturated fatty acid anion"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/CHEBI_28868>	"fatty acid anion"
<http://purl.obolibrary.org/obo/ENVO_01000934>	"restaurant"@en	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00000073>	"building"
<http://purl.obolibrary.org/obo/ENVO_01000531>	"covered latrine"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00000073>	"building"
<http://purl.obolibrary.org/obo/ENVO_00003861>	"industrial building"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00000073>	"building"
<http://purl.obolibrary.org/obo/ENVO_01000417>	"house"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00000073>	"building"
<http://purl.obolibrary.org/obo/ENVO_00002173>	"hospital"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00000073>	"building"
<http://purl.obolibrary.org/obo/ENVO_01000974>	"food kiosk"@en	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00000073>	"building"
<http://purl.obolibrary.org/obo/ENVO_01000973>	"kiosk"@en	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00000073>	"building"
<http://purl.obolibrary.org/obo/ENVO_01000927>	"day care building"@en	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00000073>	"building"
<http://purl.obolibrary.org/obo/ENVO_01000781>	"public building"@en	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00000073>	"building"
<http://purl.obolibrary.org/obo/ENVO_01000932>	"nursing home"@en	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00000073>	"building"
<http://purl.obolibrary.org/obo/ENVO_01000524>	"outhouse"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00000073>	"building"
<http://purl.obolibrary.org/obo/ENVO_00002221>	"shop"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00000073>	"building"
<http://purl.obolibrary.org/obo/ENVO_01001065>	"meteorite lake"@en	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_01001070>	"impact crater lake"@en
<http://purl.obolibrary.org/obo/UBERON_0005080>	"metanephric ureteric bud"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0000084>	"ureteric bud"
<http://purl.obolibrary.org/obo/UBERON_0005081>	"ureter ureteric bud"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0000084>	"ureteric bud"
<http://purl.obolibrary.org/obo/UBERON_0001456>	"face"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0001444>	"subdivision of head"
<http://purl.obolibrary.org/obo/UBERON_0001691>	"external ear"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0001444>	"subdivision of head"
<http://purl.obolibrary.org/obo/UBERON_0004088>	"orbital region"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0001444>	"subdivision of head"
<http://purl.obolibrary.org/obo/UBERON_0001757>	"pinna"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0001444>	"subdivision of head"
<http://purl.obolibrary.org/obo/CHEBI_33595>	"cyclic compound"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/CHEBI_25367>	"molecule"
<http://purl.obolibrary.org/obo/CHEBI_72695>	"organic molecule"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/CHEBI_25367>	"molecule"
<http://purl.obolibrary.org/obo/CHEBI_25362>	"elemental molecule"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/CHEBI_25367>	"molecule"
<http://purl.obolibrary.org/obo/UBERON_0010009>	"aggregate regional part of brain"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0034923>	"disconnected anatomical group"
<http://purl.obolibrary.org/obo/GO_0043554>	"aerobic respiration, using arsenite as electron donor"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/GO_0015975>	"energy derivation by oxidation of reduced inorganic compounds"
<http://purl.obolibrary.org/obo/GO_0019409>	"aerobic respiration, using ammonia as electron donor"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/GO_0015975>	"energy derivation by oxidation of reduced inorganic compounds"
<http://purl.obolibrary.org/obo/GO_0019331>	"anaerobic respiration, using ammonium as electron donor"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/GO_0015975>	"energy derivation by oxidation of reduced inorganic compounds"
<http://purl.obolibrary.org/obo/GO_0015948>	"methanogenesis"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/GO_0015975>	"energy derivation by oxidation of reduced inorganic compounds"
<http://purl.obolibrary.org/obo/GO_0019412>	"aerobic respiration, using hydrogen as electron donor"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/GO_0015975>	"energy derivation by oxidation of reduced inorganic compounds"
<http://purl.obolibrary.org/obo/GO_0019414>	"aerobic respiration, using sulfur or sulfate as electron donor"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/GO_0015975>	"energy derivation by oxidation of reduced inorganic compounds"
<http://purl.obolibrary.org/obo/GO_0019410>	"aerobic respiration, using carbon monoxide as electron donor"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/GO_0015975>	"energy derivation by oxidation of reduced inorganic compounds"
<http://purl.obolibrary.org/obo/GO_0019411>	"aerobic respiration, using ferrous ions as electron donor"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/GO_0015975>	"energy derivation by oxidation of reduced inorganic compounds"
<http://purl.obolibrary.org/obo/GO_0019332>	"aerobic respiration, using nitrite as electron donor"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/GO_0015975>	"energy derivation by oxidation of reduced inorganic compounds"
<http://purl.obolibrary.org/obo/PATO_0000407>	"flat"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/PATO_0002254>	"flattened"
<http://purl.obolibrary.org/obo/ENVO_00003964>	"tobacco warehouse"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00003963>	"warehouse"
<http://purl.obolibrary.org/obo/UBERON_0002169>	"alveolar sac"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0000115>	"lung epithelium"
<http://purl.obolibrary.org/obo/UBERON_0013479>	"lung endothelium"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0000115>	"lung epithelium"
<http://purl.obolibrary.org/obo/UBERON_0004821>	"pulmonary alveolus epithelium"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0000115>	"lung epithelium"
<http://purl.obolibrary.org/obo/UBERON_0002051>	"epithelium of bronchiole"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0000115>	"lung epithelium"
<http://purl.obolibrary.org/obo/UBERON_0009292>	"embryonic nasal process"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0012314>	"embryonic facial prominence"
<http://purl.obolibrary.org/obo/UBERON_0005867>	"mandibular prominence"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0012314>	"embryonic facial prominence"
<http://purl.obolibrary.org/obo/CHEBI_25355>	"mitochondrial respiratory-chain inhibitor"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/CHEBI_38497>	"respiratory-chain inhibitor"
<http://purl.obolibrary.org/obo/UBERON_0002203>	"vasculature of eye"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0002200>	"vasculature of head"
<http://purl.obolibrary.org/obo/UBERON_0011362>	"cranial blood vasculature"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0002200>	"vasculature of head"
<http://purl.obolibrary.org/obo/UBERON_0011363>	"cranial lymph vasculature"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0002200>	"vasculature of head"
<http://purl.obolibrary.org/obo/UBERON_0007352>	"stria vascularis vasculature"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0002200>	"vasculature of head"
<http://purl.obolibrary.org/obo/ENVO_02500043>	"pollution monitoring"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_02500041>	"environmental monitoring"
<http://purl.obolibrary.org/obo/CHEBI_17996>	"chloride"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/CHEBI_33432>	"monoatomic chlorine"
<http://purl.obolibrary.org/obo/UBERON_0006919>	"tongue squamous epithelium"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0002424>	"oral epithelium"
<http://purl.obolibrary.org/obo/UBERON_0001949>	"gingival epithelium"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0002424>	"oral epithelium"
<http://purl.obolibrary.org/obo/UBERON_0011642>	"oral epithelium from ectoderm"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0002424>	"oral epithelium"
<http://purl.obolibrary.org/obo/CHEBI_17045>	"dinitrogen oxide"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/CHEBI_35196>	"nitrogen oxide"
<http://purl.obolibrary.org/obo/ENVO_01000804>	"astronomical object"@en	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00002297>	"environmental feature"
<http://purl.obolibrary.org/obo/ENVO_01000813>	"astronomical body part"@en	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00002297>	"environmental feature"
<http://purl.obolibrary.org/obo/ENVO_01000912>	"cloud condensation nucleus"@en	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00002297>	"environmental feature"
<http://purl.obolibrary.org/obo/ENVO_01000637>	"outer space"@en	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00002297>	"environmental feature"
<http://purl.obolibrary.org/obo/ENVO_01000408>	"environmental zone"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00002297>	"environmental feature"
<http://purl.obolibrary.org/obo/ENVO_01000159>	"organic feature"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00002297>	"environmental feature"
<http://purl.obolibrary.org/obo/ENVO_00002004>	"mesoscopic physical object"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00002297>	"environmental feature"
<http://purl.obolibrary.org/obo/ENVO_00000131>	"glacial feature"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00002297>	"environmental feature"
<http://purl.obolibrary.org/obo/ENVO_01000498>	"pole"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00002297>	"environmental feature"
<http://purl.obolibrary.org/obo/UBERON_0003840>	"hindlimb joint"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0003657>	"limb joint"
<http://purl.obolibrary.org/obo/UBERON_0003839>	"forelimb joint"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0003657>	"limb joint"
<http://purl.obolibrary.org/obo/UBERON_0011139>	"synovial limb joint"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0003657>	"limb joint"
<http://purl.obolibrary.org/obo/UBERON_0003841>	"autopod joint"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0003657>	"limb joint"
<http://purl.obolibrary.org/obo/CHEBI_37404>	"elemental copper"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/CHEBI_23377>	"copper molecular entity"
<http://purl.obolibrary.org/obo/UBERON_0005932>	"bulb of hair follicle"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0000479>	"tissue"
<http://purl.obolibrary.org/obo/UBERON_0000412>	"dermal papilla"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0000479>	"tissue"
