?label	?exact	?broad	?narrow	?related	?subset	?uri
"biofilter"						"http://purl.obolibrary.org/obo/ENVO_00002152"
"biogas"						"http://purl.obolibrary.org/obo/ENVO_01000556"
"biogenous sediment"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000082"
"biogeochemical cycling"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_02500009"
"biogeochemical process"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_02500030"
"biological product"						"http://purl.obolibrary.org/obo/ENVO_02000043"
"biological waste material"		"biological waste"				"http://purl.obolibrary.org/obo/ENVO_01000373"
"biomaterial containment unit"						"http://purl.obolibrary.org/obo/ENVO_01001816"
"biomaterial culturing unit"						"http://purl.obolibrary.org/obo/ENVO_01001817"
"biome"	"major habitat type"			"EcosytemType"		"http://purl.obolibrary.org/obo/ENVO_00000428"
"bioreactor"						"http://purl.obolibrary.org/obo/ENVO_00002123"
"biosolids"						"http://purl.obolibrary.org/obo/ENVO_00002059"
"biosphere"					"envoAstro"	"http://purl.obolibrary.org/obo/ENVO_01000817"
"biosphere"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000817"
"biosphere reserve"						"http://purl.obolibrary.org/obo/ENVO_00000376"
"biotic carbon sequestration"					"envoNceas"	"http://purl.obolibrary.org/obo/ENVO_04000016"
"bitumous coal"	"black coal"					"http://purl.obolibrary.org/obo/ENVO_2000010"
"black smoker"	"active chimney"			"oceanic vent"		"http://purl.obolibrary.org/obo/ENVO_00000218"
"black smoker"	"active chimney"			"sea vent"		"http://purl.obolibrary.org/obo/ENVO_00000218"
"blanket bog"		"wetland"				"http://purl.obolibrary.org/obo/ENVO_00000511"
"blind thrust earthquake"						"http://purl.obolibrary.org/obo/ENVO_01001774"
"blind thrust fault"						"http://purl.obolibrary.org/obo/ENVO_01001775"
"blizzard"					"environmental_hazards"	"http://purl.obolibrary.org/obo/ENVO_01000903"
"blizzard"					"envoAtmo"	"http://purl.obolibrary.org/obo/ENVO_01000903"
"blizzard"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000903"
"blood material"						"http://purl.obolibrary.org/obo/ENVO_02000020"
"blood plasma material"						"http://purl.obolibrary.org/obo/ENVO_02000027"
"blowhole"	"blowhole"					"http://purl.obolibrary.org/obo/ENVO_00000168"
"blowout"	"blowout"					"http://purl.obolibrary.org/obo/ENVO_00000313"
"blue ice"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000007"
"bluegrass field soil"						"http://purl.obolibrary.org/obo/ENVO_00005789"
"boat"						"http://purl.obolibrary.org/obo/ENVO_01000608"
"bodily fluid material"						"http://purl.obolibrary.org/obo/ENVO_02000019"
"body of liquid"						"http://purl.obolibrary.org/obo/ENVO_01001476"
"boiler slag"						"http://purl.obolibrary.org/obo/ENVO_02000130"
"boiling"						"http://purl.obolibrary.org/obo/ENVO_01000623"
"bone element environment"					"envoMeo"	"http://purl.obolibrary.org/obo/ENVO_01001306"
"bone meal"						"http://purl.obolibrary.org/obo/ENVO_02000054"
"bora"					"envoAtmo"	"http://purl.obolibrary.org/obo/ENVO_01001727"
"borax leachate"						"http://purl.obolibrary.org/obo/ENVO_00002142"
"bore hole water"						"http://purl.obolibrary.org/obo/ENVO_00003097"
"borehole"						"http://purl.obolibrary.org/obo/ENVO_00002226"
"botanical garden"	"botanic garden"					"http://purl.obolibrary.org/obo/ENVO_00010624"
"bottom ash"						"http://purl.obolibrary.org/obo/ENVO_02000129"
"boulder"						"http://purl.obolibrary.org/obo/ENVO_01000243"
"boulder field"	"boulder field"					"http://purl.obolibrary.org/obo/ENVO_00000537"
"boulder sediment"						"http://purl.obolibrary.org/obo/ENVO_01000114"
"boundary current front"						"http://purl.obolibrary.org/obo/ENVO_01000093"
"boundary layer"	"boundary layer"					"http://purl.obolibrary.org/obo/ENVO_01000544"
"boundary wall"			"defensive wall"			"http://purl.obolibrary.org/obo/ENVO_01000466"
"bovine dairy liquid manure"						"http://purl.obolibrary.org/obo/ENVO_01001116"
"brackish estuary"						"http://purl.obolibrary.org/obo/ENVO_00002137"
"brackish lake"						"http://purl.obolibrary.org/obo/ENVO_00000540"
"brackish pond"						"http://purl.obolibrary.org/obo/ENVO_00000541"
"brackish water"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00002019"
"brackish water body"	"brackish body of water"					"http://purl.obolibrary.org/obo/ENVO_01001321"
"brackish water environment"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000322"
"branched valley glacier"						"http://purl.obolibrary.org/obo/ENVO_01001539"
"breast milk material"						"http://purl.obolibrary.org/obo/ENVO_02000031"
"brewery"						"http://purl.obolibrary.org/obo/ENVO_00003885"
"brick"						"http://purl.obolibrary.org/obo/ENVO_01000475"
"brick building floor"		"brick floor"				"http://purl.obolibrary.org/obo/ENVO_01000487"
"brick exterior wall"		"brick wall"				"http://purl.obolibrary.org/obo/ENVO_01000500"
"brick material"						"http://purl.obolibrary.org/obo/ENVO_01000474"
"bridge"	"BRIDGE"		"covered bridge"			"http://purl.obolibrary.org/obo/ENVO_00000075"
"bridge"	"BRIDGE"		"footbridge"			"http://purl.obolibrary.org/obo/ENVO_00000075"
"bridge"	"BRIDGE"		"overpass"			"http://purl.obolibrary.org/obo/ENVO_00000075"
"bridge"	"bridge"		"covered bridge"			"http://purl.obolibrary.org/obo/ENVO_00000075"
"bridge"	"bridge"		"footbridge"			"http://purl.obolibrary.org/obo/ENVO_00000075"
"bridge"	"bridge"		"overpass"			"http://purl.obolibrary.org/obo/ENVO_00000075"
"brine"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00003044"
"brine channel"	"brine channels"				"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000041"
"brine channel formation process"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000042"
"brine pool"	"marine brine pool"				"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000369"
"brine rejection from seawater"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000045"
"broadleaf forest"						"http://purl.obolibrary.org/obo/ENVO_01000430"
"broadleaf forest biome"						"http://purl.obolibrary.org/obo/ENVO_01000197"
"brown sea ice"	"brownish colored sea ice"					"http://purl.obolibrary.org/obo/ENVO_01001190"
"brush fire"					"environmental_hazards"	"http://purl.obolibrary.org/obo/ENVO_01001289"
"buffer zone"	"buffer zone"			"administrative area"		"http://purl.obolibrary.org/obo/ENVO_00000135"
"building"	"BUILDING"					"http://purl.obolibrary.org/obo/ENVO_00000073"
"building"	"building"					"http://purl.obolibrary.org/obo/ENVO_00000073"
"building envelope"				"building enclosure"		"http://purl.obolibrary.org/obo/ENVO_01000470"
"building floor"						"http://purl.obolibrary.org/obo/ENVO_01000486"
"building part"						"http://purl.obolibrary.org/obo/ENVO_01000420"
"building roof"		"roof"				"http://purl.obolibrary.org/obo/ENVO_01000472"
"building wall"						"http://purl.obolibrary.org/obo/ENVO_01000465"
"bulk soil"						"http://purl.obolibrary.org/obo/ENVO_00005802"
"burned soil"				"burnt soil"		"http://purl.obolibrary.org/obo/ENVO_00005760"
"burnt brick"						"http://purl.obolibrary.org/obo/ENVO_01000501"
"burnt-brick exterior wall"	"burnt brick exterior wall"	"burnt-brick wall"				"http://purl.obolibrary.org/obo/ENVO_01000503"
"burrow"						"http://purl.obolibrary.org/obo/ENVO_01000429"
"bus"						"http://purl.obolibrary.org/obo/ENVO_01000611"
"bush area"				"the bush"		"http://purl.obolibrary.org/obo/ENVO_01001293"
"bush fire"					"environmental_hazards"	"http://purl.obolibrary.org/obo/ENVO_01001290"
"butte"	"butte"	"plateau"				"http://purl.obolibrary.org/obo/ENVO_00000287"
"cabinet"						"http://purl.obolibrary.org/obo/ENVO_01000594"
"cafeteria"						"http://purl.obolibrary.org/obo/ENVO_01000969"
"calanque"						"http://purl.obolibrary.org/obo/ENVO_00000567"
"calcareous ooze"						"http://purl.obolibrary.org/obo/ENVO_02000046"
"calcisol"	"calcarosol"					"http://purl.obolibrary.org/obo/ENVO_00002239"
"calcite hot spring"						"http://purl.obolibrary.org/obo/ENVO_00002143"
"caldera"	"caldera"			"crater"		"http://purl.obolibrary.org/obo/ENVO_00000096"
"caldera lake"						"http://purl.obolibrary.org/obo/ENVO_01001061"
"calving of ice from an iceberg"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000032"
"calving of ice into water"						"http://purl.obolibrary.org/obo/ENVO_01001658"
"calving of ice onto land"						"http://purl.obolibrary.org/obo/ENVO_01001657"
"cambisol"						"http://purl.obolibrary.org/obo/ENVO_00002235"
"campground"	"camping ground"					"http://purl.obolibrary.org/obo/ENVO_01000935"
"campground"	"camping pitch"					"http://purl.obolibrary.org/obo/ENVO_01000935"
"campground"	"camping site"					"http://purl.obolibrary.org/obo/ENVO_01000935"
"campground"	"campsite"					"http://purl.obolibrary.org/obo/ENVO_01000935"
"canal"						"http://purl.obolibrary.org/obo/ENVO_00000014"
"canal head reservoir"						"http://purl.obolibrary.org/obo/ENVO_00000378"
"canal tunnel"	"canal tunnel"	"tunnel"				"http://purl.obolibrary.org/obo/ENVO_00000522"
"canalized stream"	"canalised stream"	"canal"				"http://purl.obolibrary.org/obo/ENVO_00000525"
"canalized stream"	"canalized stream"	"canal"				"http://purl.obolibrary.org/obo/ENVO_00000525"
"candle"						"http://purl.obolibrary.org/obo/ENVO_01000574"
"canopy"						"http://purl.obolibrary.org/obo/ENVO_01001242"
"canyon"				"barranca"		"http://purl.obolibrary.org/obo/ENVO_00000169"
"canyon"				"chasm"		"http://purl.obolibrary.org/obo/ENVO_00000169"
"canyon"				"defile"		"http://purl.obolibrary.org/obo/ENVO_00000169"
"canyon"				"flume (natural)"		"http://purl.obolibrary.org/obo/ENVO_00000169"
"canyon"				"gap"		"http://purl.obolibrary.org/obo/ENVO_00000169"
"canyon"				"gorge"		"http://purl.obolibrary.org/obo/ENVO_00000169"
"canyon"				"gulch"		"http://purl.obolibrary.org/obo/ENVO_00000169"
"canyon"				"quebrada"		"http://purl.obolibrary.org/obo/ENVO_00000169"
"canyon"				"ravine"		"http://purl.obolibrary.org/obo/ENVO_00000169"
"canyon"				"valley"		"http://purl.obolibrary.org/obo/ENVO_00000169"
"car"						"http://purl.obolibrary.org/obo/ENVO_01000605"
"carbon cycling"				"carbon cycle"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_02500010"
"carbon dioxide emission"						"http://purl.obolibrary.org/obo/ENVO_01000770"
"carbon dioxide emission process"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000769"
"carbon dioxide ice"				"dry ice"	"envoAstro"	"http://purl.obolibrary.org/obo/ENVO_01001138"
"carbon dioxide pooling disposition"						"http://purl.obolibrary.org/obo/ENVO_01000454"
"carbon dioxide-reducing sediment"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000154"
"carbon monoxide ice"					"envoAstro"	"http://purl.obolibrary.org/obo/ENVO_01001141"
"carbon nanotube enriched soil"						"http://purl.obolibrary.org/obo/ENVO_01000427"
"carbon pooling disposition"						"http://purl.obolibrary.org/obo/ENVO_01000453"
"carbon sequestration by the ocean carbonate system"					"envoNceas"	"http://purl.obolibrary.org/obo/ENVO_04000018"
"carbon sequestration process"					"envoNceas"	"http://purl.obolibrary.org/obo/ENVO_04000015"
"carbon-bearing gas emission process"		"carbon emission process"			"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000742"
"carbonate system of ocean water"	"carbonate system of the sea"				"envoEOVs"	"http://purl.obolibrary.org/obo/ENVO_01001497"
"carbonate system of ocean water"	"carbonate system of the sea"				"envoMarine"	"http://purl.obolibrary.org/obo/ENVO_01001497"
"carbonate system of ocean water"	"marine carbonate system"				"envoEOVs"	"http://purl.obolibrary.org/obo/ENVO_01001497"
"carbonate system of ocean water"	"marine carbonate system"				"envoMarine"	"http://purl.obolibrary.org/obo/ENVO_01001497"
"carcass"				"corpse"		"http://purl.obolibrary.org/obo/ENVO_00002033"
"carr"						"http://purl.obolibrary.org/obo/ENVO_00000235"
"cart"						"http://purl.obolibrary.org/obo/ENVO_01000606"
"cassette player"				"cassette deck"		"http://purl.obolibrary.org/obo/ENVO_01000578"
"cassette player"				"cassette recorder"		"http://purl.obolibrary.org/obo/ENVO_01000578"
"causeway"				"causeway"		"http://purl.obolibrary.org/obo/ENVO_00000158"
"causeway"				"road"		"http://purl.obolibrary.org/obo/ENVO_00000158"
"cave"				"cavern"		"http://purl.obolibrary.org/obo/ENVO_00000067"
"cave"				"grotto"		"http://purl.obolibrary.org/obo/ENVO_00000067"
"cave"				"notch"		"http://purl.obolibrary.org/obo/ENVO_00000067"
"cave collapse"						"http://purl.obolibrary.org/obo/ENVO_01001768"
"cave entrance"	"Cueva de Altamira"					"http://purl.obolibrary.org/obo/ENVO_00000102"
"cave floor"						"http://purl.obolibrary.org/obo/ENVO_01000019"
"cave system"						"http://purl.obolibrary.org/obo/ENVO_00000013"
"cave wall"						"http://purl.obolibrary.org/obo/ENVO_00002144"
"ceiling"				"A ceiling is an overhead interior surface that covers the upper limit of a room. It is not generally considered a structural element, but a finished surface concealing the underside of the floor or roof structure above."		"http://purl.obolibrary.org/obo/ENVO_01000471"
"cell culture"						"http://purl.obolibrary.org/obo/ENVO_02000008"
"cell culturing"						"http://purl.obolibrary.org/obo/ENVO_01001815"
"cell culturing unit"						"http://purl.obolibrary.org/obo/ENVO_01001819"
"cement dust"						"http://purl.obolibrary.org/obo/ENVO_02000104"
"cement plaster"	"cement render"					"http://purl.obolibrary.org/obo/ENVO_01000478"
"cement plaster"	"cement stucco"					"http://purl.obolibrary.org/obo/ENVO_01000478"
"central-draught lamp"	"Argand lamp"					"http://purl.obolibrary.org/obo/ENVO_01000563"
"central-draught lamp"	"central draught lamp"					"http://purl.obolibrary.org/obo/ENVO_01000563"
"central-draught lamp"	"tubular round wick lamp"					"http://purl.obolibrary.org/obo/ENVO_01000563"
"cerebrospinal fluid material"	"CSF material"			"Liquor cerebrospinalis"		"http://purl.obolibrary.org/obo/ENVO_02000029"
"chair"						"http://purl.obolibrary.org/obo/ENVO_01000586"
"chalk"						"http://purl.obolibrary.org/obo/ENVO_00002054"
"chalk soil"						"http://purl.obolibrary.org/obo/ENVO_00003914"
"channel"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000117"
"channel of a watercourse"						"http://purl.obolibrary.org/obo/ENVO_00000395"
"channel of an intermittent river"	"ephemeral river"			"temporary river"	"envoCesab"	"http://purl.obolibrary.org/obo/ENVO_01000979"
"channel of an intermittent river"	"intermittent river"			"temporary river"	"envoCesab"	"http://purl.obolibrary.org/obo/ENVO_01000979"
"channel of an intermittent stream"	"intermittent stream"					"http://purl.obolibrary.org/obo/ENVO_01000980"
"chaparral area"				"chaparal area"		"http://purl.obolibrary.org/obo/ENVO_00000301"
"chaparral area"				"maquis"		"http://purl.obolibrary.org/obo/ENVO_00000301"
"chaparral area"				"woodland"		"http://purl.obolibrary.org/obo/ENVO_00000301"
"charcoal"						"http://purl.obolibrary.org/obo/ENVO_01000560"
"check dam"						"http://purl.obolibrary.org/obo/ENVO_00000555"
"chemical energy"						"http://purl.obolibrary.org/obo/ENVO_2000023"
"chemical precipitation process"						"http://purl.obolibrary.org/obo/ENVO_01000725"
"chemical product"						"http://purl.obolibrary.org/obo/ENVO_2000000"
"chemical toilet fixture"		"chemical toilet"				"http://purl.obolibrary.org/obo/ENVO_01000529"
"chemically enriched sediment"						"http://purl.obolibrary.org/obo/ENVO_00002114"
"chemocline"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00002270"
"chernozem"				"black earth"		"http://purl.obolibrary.org/obo/ENVO_00002237"
"chernozem"				"boroll"		"http://purl.obolibrary.org/obo/ENVO_00002237"
"chicken breeding waste material"		"chicken breeding waste"		"chicken yard waste"		"http://purl.obolibrary.org/obo/ENVO_00002266"
"chloropicrin enriched soil"						"http://purl.obolibrary.org/obo/ENVO_00005762"
"chondrite"						"http://purl.obolibrary.org/obo/ENVO_00002048"
"chonolith"						"http://purl.obolibrary.org/obo/ENVO_01000632"
"chott"	"shott"					"http://purl.obolibrary.org/obo/ENVO_00000271"
"chromate contaminated soil"						"http://purl.obolibrary.org/obo/ENVO_00002145"
"chromodynamic energy"	"chromodynamic binding energy"					"http://purl.obolibrary.org/obo/ENVO_2000026"
"chromodynamic energy"	"gluon binding energy"					"http://purl.obolibrary.org/obo/ENVO_2000026"
"chromodynamic energy"	"quantum chromodynamics binding energy"					"http://purl.obolibrary.org/obo/ENVO_2000026"
